product_name,target_cc,concentration,20220519,20220520,pval.reporter,pval.image,FDR.reporter,FDR.image,zscore.reporter,zscore.image
AG-1478 (Tyrphostin AG-1478),EGFR;FBP1;ATAD5,high,-0.006248349193314374,0.010458502136660802,0.97289607705459,0.14942401715147788,0.48289927961044365,0.9819184529008628,0.002105076471673214,1.2674917814823343
AG-1478 (Tyrphostin AG-1478),EGFR;FBP1;ATAD5,low,-0.06284046169142748,0.07289941249154969,0.9496925890724324,0.18435944835215887,0.5351429236104521,0.9697565170105823,0.005029475400061101,1.0285500453187828
AG-18,ALPL;PTK2B;ALDH1A1,high,0.04479236111544146,-0.0904634136660588,0.7764376860764283,0.940108630168565,0.9806173760213568,0.8769890125108635,-0.02283552627530867,-0.04522220197978149
AG-18,ALPL;PTK2B;ALDH1A1,low,-0.010358895189369772,-0.1429921002363392,0.3815672643657193,0.06828020222228381,0.3318314373151141,0.5711200344054638,-0.07667549771285449,1.2330917130320846
AG-490 (Tyrphostin B42),EGFR;MAPT;TDP1,high,-0.2520307496917847,-0.1313702392540606,0.09430954484351128,0.6804294459702827,0.9009194831577634,0.28884806137918084,-0.19170049447292264,-0.2453444648306221
AG-490 (Tyrphostin B42),EGFR;MAPT;TDP1,low,0.02884147361690195,-0.09222618145467097,0.6846277217463754,0.08960963828777897,0.3874981346155484,0.8169219811330672,-0.03169235391888451,-1.0952134456332752
Akti-1/2,AKT2;ACP1;AKT1,high,0.05777558527943084,-0.18963852488373725,0.5687437891661268,0.07278359417481313,0.3434143894160943,0.7226098526097557,-0.06593146980215321,-1.7119876810699273
Akti-1/2,AKT2;ACP1;AKT1,low,0.2864040662805513,0.1748734732255424,0.06298037158398256,0.16175711093448153,0.5025045359054232,0.2493420854519446,0.23063876975304687,0.8967179244336255
Alisertib (MLN8237),AURKA;AURKB;GABRA1,high,0.5173057719095718,0.5508077404432179,0.00747296830001715,0.05601118855073736,0.2863042028310599,0.13336374196953685,0.5340567561763949,1.3403394636396246
Alisertib (MLN8237),AURKA;AURKB;GABRA1,low,0.29291519915288833,0.12593569116211434,0.10325972441312554,0.7073810299648525,0.9109277382870228,0.30282253955528365,0.20942544515750133,0.37783744649665296
Amcasertib (BBI503),Stemness kinase,high,0.07223352323604923,-0.036487939777120657,0.8098683602081164,0.11252308439967404,0.4221260739321105,0.8948666276094234,0.017872791729464287,1.0155046003185333
Amcasertib (BBI503),Stemness kinase,low,-0.08963107923222861,-0.23428766341578952,0.14417220920414894,0.1890595094482436,0.5366445810223375,0.35655729664389935,-0.16195937132400906,-1.238069099032988
AMG 337,MET,high,0.25208694108242663,0.2541799408704695,0.03571710551620199,0.09513827681577962,0.3950239778467483,0.19360674018128182,0.2531334409764481,-1.6565863338630205
AMG 337,MET,low,0.10423878896501693,0.15285191482270968,0.14154136193849712,0.6497270137425692,0.8783980596751488,0.35461766705973363,0.1285453518938633,-0.3620390345647549
AMG-458,MET;MST1R;CSF1R,high,-0.12073678776176519,0.06563422074167048,0.7690344099312696,0.29307270207274966,0.6562332684243068,0.8745881524708555,-0.027551283510047354,-0.7144540688042711
AMG-458,MET;MST1R;CSF1R,low,-0.01342002665819379,-0.05124495750361589,0.6206426451980034,0.08607805292879742,0.3795125151465536,0.7675324823344178,-0.03233249208090484,-1.1610809850387134
AMG-900,AURKA;AURKB;AURKC,high,-1.4248585366233968,0.05417226755371917,0.28904504233594136,0.6988513342414407,0.9109277382870228,0.48805276435180783,-0.6853431345348389,-0.2980439508313973
AMG-900,AURKA;AURKB;AURKC,low,0.36197508015999663,0.4749470340025248,0.018454401719000535,0.5021495950910305,0.8012061560420675,0.160328006830177,0.4184610570812607,0.5112938446551245
AMG319,PIK3CD;PIK3CG,high,0.06379581901444753,0.08629703855933064,0.29852307340323825,0.413167510942538,0.7616291904299947,0.49469537878250913,0.07504642878688908,-0.4844454883389182
AMG319,PIK3CD;PIK3CG,low,0.010913986599137069,-0.060873327074027504,0.7148624529929857,0.6328162145961315,0.8706396759395308,0.8384635444609336,-0.02497967023744522,-0.286412178555815
Amlexanox,PDE4A;PDE4B;PDE4C,high,0.6204636689250294,0.8320194241974436,0.010525824080105108,0.301654637142183,0.6615776059032834,0.14535661824907053,0.7262415465612364,-0.6306626533412916
Amlexanox,PDE4A;PDE4B;PDE4C,low,0.5793458635661296,0.6542685651989947,0.006388785432215521,0.7542724340486979,0.9347405701656016,0.1316162393898006,0.6168072143825621,-0.20176353313238085
Amuvatinib (MP-470),FLT3;KIT;MET,high,-2.214587529018974,-0.3079073365288122,0.1729691638839016,9.880391296197978e-4,0.03091839520249269,0.3815452539011479,-1.261247432773893,-2.904438388464038
Amuvatinib (MP-470),FLT3;KIT;MET,low,-0.8921500025720873,-0.3652598962452946,0.06477403537781355,0.6124627009278913,0.8596674993730189,0.2521405403968581,-0.6287049494086909,-0.3485861063030475
ANA-12,NTRK2,high,0.8237206281005441,-0.10913015046325676,0.3647593382686502,0.7394093299485294,0.9264279007069952,0.5552766829286538,0.35729523881864367,-0.18687899447469017
ANA-12,NTRK2,low,0.22092806174620272,0.05188700953579319,0.21259014584633423,0.47837435488562285,0.7908534374024967,0.41939552581929884,0.13640753564099795,0.5207971578236797
Anacardic Acid,EP300;KAT2B;SAE1,high,0.14685511922593172,0.13431964054669382,0.11322965755556189,0.6410993093635993,0.8750323552271254,0.3235133073016054,0.14058737988631276,0.26407922358293334
Anacardic Acid,EP300;KAT2B;SAE1,low,0.027742844477638414,0.09369832705474491,0.40487250014079723,0.991064043111187,0.9970401322367324,0.5897925409060923,0.060720585766191666,0.00755693057355213
AP26113,ALK;IGF1R;ROS1,high,-2.0092331263199226,-1.64347387405029,0.0033338358646098454,0.00514914483624457,0.07864705743930699,0.13073351267601568,-1.8263535001851063,2.390540964345141
AP26113,ALK;IGF1R;ROS1,low,-0.7002759420241199,-0.41966193695361237,0.02791356800612719,0.4812012269110368,0.7908534374024967,0.17322322494155828,-0.5599689394888662,0.42669774457590454
Apatinib,KDR;MAP3K20;RET,high,0.02828123842898883,0.03411605304034055,0.6242107708354893,0.7424949778425787,0.9292010256798704,0.7703026533714549,0.03119864573466469,0.19279158611634636
Apatinib,KDR;MAP3K20;RET,low,-0.08060947987641073,0.05295557797964438,0.8618940539711368,0.28146827224587767,0.6451018674022889,0.926596017244225,-0.013826950948383175,-0.7030748886422754
APS-2-79 HCl,MAP2K1;MAP2K2;RAF1,high,-0.17320314761793568,0.039798081164469326,0.528701752463539,0.3549889146430483,0.7217920403914913,0.6920998531325466,-0.06670253322673317,0.6140917087137225
APS-2-79 HCl,MAP2K1;MAP2K2;RAF1,low,-0.0902300241840484,-0.07675059039448763,0.2581673318117713,0.9294789625151824,0.9774766466450648,0.45791147538479315,-0.08349030728926801,0.05270169560737538
APTSTAT3-9R,STAT3,high,0.08168557560857088,-0.010669480092447926,0.6259141584700901,0.7588435527278355,0.9347405701656016,0.7707647811308965,0.035508047758061476,-0.19126228304511916
APTSTAT3-9R,STAT3,low,0.07606948283140458,0.043274770977760814,0.390357268036804,0.8958087847840114,0.963257570716135,0.578307063758228,0.05967212690458269,0.0811632370720039
AR-A014418,GSK3B;AURKB;CDK2,high,0.4770410051886063,0.2706998956969266,0.04196306908828405,0.3915581882701479,0.7382631262358851,0.20197991760335893,0.37387045044276646,0.5620248803965929
AR-A014418,GSK3B;AURKB;CDK2,low,0.1807212771903385,-0.027860463468453004,0.4719521444738764,0.9454751965613024,0.980893950582324,0.6410527295127396,0.07643040686094275,0.04140842956693852
AS-252424,PIK3CA;PIK3CG;CBX1,high,0.35866697922864205,0.21734619349187367,0.04801640866419899,0.7338069250593169,0.9228067120026214,0.21793613407216328,0.2880065863602579,0.20556520959791336
AS-252424,PIK3CA;PIK3CG;CBX1,low,0.07946516144218521,-0.060902885623333305,0.908682497708882,0.5352771086168354,0.819523305913365,0.9470545348987449,0.009281137909425953,-0.4772172353458748
AS-604850,NPC1;RAB9A,high,0.4591665332292207,0.08009498109537863,0.17604787845900863,0.3911585818607023,0.7382631262358851,0.38458670247165727,0.2696307571622997,0.5549576431658898
AS-604850,NPC1;RAB9A,low,0.08560897307032768,0.09568846251823766,0.22988278924530475,0.7596248372852098,0.9347405701656016,0.4311120643101876,0.09064871779428267,-0.17420211910586278
Asiatic Acid,AKR1B10,high,0.39280587772282743,0.18587955314234164,0.07031235619178526,0.24512416943882115,0.6178670125540423,0.26141773455920164,0.28934271543258455,0.7328827587121899
Asiatic Acid,AKR1B10,low,0.15507535456755078,0.11637997105549386,0.12566015304617184,0.8258000334066553,0.9561320505772676,0.33260103648738415,0.13572766281152232,-0.1626852103874664
ASP3026,ALK;Q6ZSR9;AAK1,high,-0.19808136540795618,-0.23579779111330834,0.051571080104076975,0.03538948782984033,0.21713298100070105,0.22238830082055497,-0.21693957826063226,1.7895678954225849
ASP3026,ALK;Q6ZSR9;AAK1,low,0.005004498428275509,0.17046061256789213,0.36731160306950705,0.29447935131568004,0.6582177835157099,0.5584291737360788,0.08773255549808383,0.8136183768304499
AST-1306,EGFR;ERBB2;ERBB4,high,-0.08989796423474461,-0.027150110928979666,0.41680978024892984,0.00263728473358594,0.049759357546923,0.5998751179761274,-0.058524037581862136,-4.3943427530587185
AST-1306,EGFR;ERBB2;ERBB4,low,-0.15193444742267262,-0.3134006221773469,0.08229190003928609,0.15392011945867945,0.49180797353164546,0.2747134668219494,-0.23266753480000973,-0.9031057439732428
AT13148,ROCK1;ROCK2;AKT1,high,0.2156539891040069,-0.035032194870489544,0.4538828736503356,0.18594512321663653,0.5352979587668564,0.6282795612973785,0.09031089711675869,-0.7881710574901651
AT13148,ROCK1;ROCK2;AKT1,low,0.09170881222188511,-0.0550531085683739,0.824962306769765,0.59967303773209,0.8529216123572796,0.9037039586940505,0.018327851826755604,-0.31092686834416533
AT7867,AKT2,high,-0.6959473657717244,-0.10974330746534769,0.17201310975865958,0.02244658840068214,0.17040812377559286,0.3815452539011479,-0.40284533661853605,2.787318996066006
AT7867,AKT2,low,0.06851392738586302,0.07878330727928422,0.30281037745738476,0.13799436085674177,0.4622630939404692,0.4975354643775727,0.07364861733257362,-0.8976423473361149
AT9283,ABL1;AURKA;AURKB,low,10.244217203665057,2.797072773049092,0.10646741428002278,0.00279356538960504,0.05194412166468507,0.30952932472387573,6.520644988357074,2.724934529460333
Aurora A Inhibitor I,AURKA;AURKB,high,-0.3872518124421296,-0.2506579856189552,0.037852432548226095,0.6296377330556935,0.8698728904250973,0.1995855534361012,-0.3189548990305424,0.3386763363345715
Aurora A Inhibitor I,AURKA;AURKB,low,-0.2380690744317027,-0.41491268636492956,0.046240274963313406,0.1195988136706854,0.4360588010988356,0.21201074686736582,-0.32649088039831614,1.224919930057614
Autophinib,PIK3C3,high,9.803477933618899,0.3660448108028883,0.23432310813380175,0.8767525515220773,0.9611544181175864,0.4342089543693451,5.0847613722108935,0.13852130705669005
Autophinib,PIK3C3,low,1.0504805997654565,-0.033224005260232836,0.2863216404651787,0.7220199068467001,0.91446351479202,0.4848658437074559,0.5086282972526118,-0.20218881125206536
AVL-292,BTK;JAK3;TEC,high,0.44227873090614245,0.08594826544577998,0.167601538064847,0.3590740436674879,0.7251752218218253,0.38121134148082847,0.2641134981759612,0.5482757348698423
AVL-292,BTK;JAK3;TEC,low,0.10468949207673851,-0.05823325267562487,0.7900721748013262,0.03999594100783232,0.22319198591305625,0.8897900221063479,0.023228119700556823,1.3749782390605985
Axitinib,FLT1;FLT4;KDR,high,0.5595010222964066,0.6631726210651467,0.007638909302072843,0.903945530118649,0.963257570716135,0.13425961803643177,0.6113368216807766,-0.08075577704791775
Axitinib,FLT1;FLT4;KDR,low,0.4870857205753422,0.7292840327504818,0.01872437452142527,0.8754702421830212,0.9611544181175864,0.16073068269410257,0.608184876662912,0.10766380188185064
AZ 628,BRAF;YES1,high,0.5320820709481904,0.7306859537473872,0.013142009266489452,0.1033915771564296,0.4077409564999155,0.15028625576016333,0.6313840123477887,1.1002878148867326
AZ 628,BRAF;YES1,low,0.5716800879687834,0.571113792542666,0.006159936267738216,0.7949178043059365,0.9558372209344072,0.1316162393898006,0.5713969402557247,-0.1561873999918493
AZ 960,JAK2;JAK3,high,-0.2949527746107847,-0.6823662433304379,0.06243971784028905,0.05757003495227786,0.29194606657617583,0.2493420854519446,-0.4886595089706113,1.4391237021418366
AZ 960,JAK2;JAK3,low,-0.5457283217931292,-0.3742528968935982,0.021835422439764312,0.8617945067215471,0.961050188703558,0.1613317061303803,-0.4599906093433637,0.1124464353000728
AZ191,DYRK1B,high,-1.2189863950201378,-1.2467209341205092,0.0011469627900439904,0.00807623781837055,0.09963281847085977,0.13073351267601568,-1.2328536645703236,2.060327431397283
AZ191,DYRK1B,low,-0.2602174973721365,0.11627234683814322,0.6473440510387729,0.09853534668317136,0.4026141713200919,0.7887805663917821,-0.07197257526699664,1.0996428175921664
AZ20,ATR;MTOR,low,-0.5199067601958065,-0.4985091576791544,0.008087041739509254,0.40376178646400046,0.752240503085661,0.1352207451259602,-0.5092079589374805,0.486991095118158
AZ5104,EGFR,low,0.08730687697703655,0.10122662418846179,0.21777935764536863,0.8547930912085964,0.961050188703558,0.4231558708017213,0.09426675058274916,0.12603922713114998
AZD1080,GSK3B;CAMK2A;CAMK2G,high,9.69588313166491,1.298602040107659,0.17486176711736034,0.00227540634338157,0.04665795815051279,0.38271632048327925,5.497242585886284,2.9659533547836374
AZD1080,GSK3B;CAMK2A;CAMK2G,low,9.247692449107655,13.76795075938603,0.012009513602562236,0.02927659881648782,0.19879072163286396,0.15016029137294737,11.507821604246843,1.9517587502856903
AZD1208,PIM1;PIM2;PIM3,high,-0.3316294473080936,0.06032038434260838,0.4307564227626236,0.6956640015440769,0.9109277382870228,0.6123498166723571,-0.1356545314827426,-0.2871175665711168
AZD1208,PIM1;PIM2;PIM3,low,-0.015662104676388417,0.00736119557598511,0.9468532163337187,0.8352771336026111,0.9561320505772676,0.9688620023011255,-0.004150454550201653,-0.12457154810157976
AZD1480,JAK2;NTRK1;STAT3,high,0.06405977434279131,-0.5715714963707406,0.35539288230486005,0.00133552451726454,0.03496893787041661,0.5460340973160764,-0.2537558610139746,2.756147815359176
AZD1480,JAK2;NTRK1;STAT3,low,-0.2717765834047152,-0.15947968127631992,0.07212821016059826,0.9435562689261752,0.980893950582324,0.26310919429652196,-0.2156281323405176,0.04067833293481578
AZD2014,MTOR;PIK3CA;PIK3CB,high,-0.856342976628307,0.040260742485609166,0.29954038966725943,0.5534020667286753,0.8260842397887694,0.4949670256609985,-0.40804111707134894,0.8540097081710747
AZD2014,MTOR;PIK3CA;PIK3CB,low,0.5366744329951264,0.6678214143469512,0.009370643379468371,0.7613269811904353,0.9347405701656016,0.13556590640380012,0.6022479236710387,0.26721366698795074
AZD2858,GSK3B,high,9.13058503579818,14.981170279992396,0.018972069826089774,0.04093488593120777,0.2257583958761153,0.16073068269410257,12.055877657895287,2.1484665611518428
AZD2858,GSK3B,low,9.662995496082802,0.785969936453654,0.20607694444205776,0.17422223822163008,0.5217426689392407,0.413580026907936,5.224482716268228,1.0272606964423352
AZD2932,FLT3;FLT4;KDR,high,-2.3665718606050454,0.03890683517372379,0.2720853509176413,0.9199320014375492,0.9706628249284626,0.46967114146497607,-1.1638325127156608,0.07031439278849579
AZD2932,FLT3;FLT4;KDR,low,-0.36352940619115126,-0.07748253391143671,0.16965065144275301,0.43503451851972386,0.7688345700937548,0.3815452539011479,-0.220505970051294,-0.5111302508542035
AZD3463,ALK;IGF1R,high,-0.8684574564886086,-0.3713868637880014,0.0600189534113764,0.5927396146473443,0.8525615757763932,0.24343351733285531,-0.619922160138305,0.6466503382459723
AZD3463,ALK;IGF1R,low,-0.20098533542195707,-0.05736681503589486,0.20574546248587416,0.27339717120097906,0.642206690511351,0.413580026907936,-0.12917607522892596,0.7429966072940855
AZD3759,EGFR;DRD2;KDR,high,-0.3738882553165073,-0.07689802957351878,0.17141450128232097,0.9014640521089428,0.963257570716135,0.3815452539011479,-0.22539314244501304,-0.09644036290435498
AZD3759,EGFR;DRD2;KDR,low,-0.01413451136657983,-0.089429094489895,0.47522879637991544,0.378321502546703,0.7316836494389807,0.6425004706301887,-0.05178180292823741,0.5086448721614569
AZD4547,FGFR1;FGFR2;FGFR3,high,-0.7755406545640641,-0.23331307882549635,0.10337734971025199,0.7964625167353935,0.9558372209344072,0.30282253955528365,-0.5044268666947802,0.14460186129447958
AZD4547,FGFR1;FGFR2;FGFR3,low,0.014501108779245623,0.030292574330736323,0.722069272451906,0.3696422391561385,0.7284961487516524,0.8409642128957941,0.022396841554990974,0.5827629346613866
AZD5363,AKT1;AKT2;AKT3,high,1.294945218193785,1.0135870080183178,0.0058305245366622755,0.7082363930155803,0.9109277382870228,0.1316162393898006,1.1542661131060514,0.383345447515923
AZD5363,AKT1;AKT2;AKT3,low,0.396395081934439,0.7463573244370139,0.03836376275404929,0.719944724643353,0.914456447724951,0.20070460076877952,0.5713762031857265,0.4163833944871215
AZD5438,CDK1;CDK2;CDK4,low,0.9629705338824746,0.8250259822453473,0.004094802077136358,0.2972281743690178,0.6586247801648528,0.13073351267601568,0.893998258063911,-0.7554469769392517
AZD6482,PIK3CA;PIK3CB;PIK3CD,high,0.91216644760518,0.6061987815250212,0.016761038832147364,0.32840109070727913,0.6956093920972158,0.15495662497088733,0.7591826145651006,0.6553586828500144
AZD6482,PIK3CA;PIK3CB;PIK3CD,low,0.24757463402205102,0.1931464459262262,0.05265330447260187,0.2537319638104377,0.6195979553957293,0.22400987763748384,0.22036053997413863,0.6748131140009493
AZD6738,ATR,high,-1.8340225616361403,-2.075801692293443,0.0014198951533288759,0.00245101541355042,0.04892091121592058,0.13073351267601568,-1.9549121269647916,2.9211007282365347
AZD6738,ATR,low,-0.25388770895973306,-0.5891922625345991,0.06604343667689978,0.5855984158728006,0.8432354293656601,0.254502057493044,-0.4215399857471661,0.4292602867119582
AZD8055,MTOR;PIK3CA;FECH,low,-0.3282979265533001,0.6311328516387915,0.6826093329579167,0.09740832655543948,0.4005605223417591,0.8160805119814415,0.1514174625427457,1.7999068284973896
AZD8186,PIK3CA;PIK3CB;PIK3CD,high,1.4296384544077556,0.7015471266833775,0.04110247818287908,0.14054704299657522,0.4683684575704053,0.20114507505861776,1.0655927905455664,0.9558591834395864
AZD8186,PIK3CA;PIK3CB;PIK3CD,low,0.2504944832281916,0.11073243048512747,0.11635366216358703,0.4922028710288659,0.7945711415190684,0.3252251499288718,0.18061345685665955,0.4051516210970818
AZD8330,MAP2K1;MAP2K2;MAP2K5,high,-0.29726812683456194,-0.01712438586437846,0.27188181131551364,0.13354910304823112,0.4577428100258194,0.46967114146497607,-0.1571962563494702,0.9410696874008644
AZD8330,MAP2K1;MAP2K2;MAP2K5,low,-0.11098998300094916,0.030549962933446712,0.6304634211557861,0.18717131493902392,0.5352979587668564,0.7747220005727881,-0.040220010033751225,0.8607307223453269
AZD8835,PIK3CA;PIK3CB;PIK3CD,high,0.9497099008693142,0.6337388727949642,0.01615971748604479,0.5090049239638231,0.804252853997026,0.15495662497088733,0.7917243868321392,0.460908410584268
AZD8835,PIK3CA;PIK3CB;PIK3CD,low,0.4554799945642146,0.34668299574863615,0.019715508782170404,0.16072654516246113,0.5017327431713811,0.1613317061303803,0.4010814951564254,0.8786394521398392
AZD8931 (Sapitinib),EGFR;ERBB2;ERBB3,high,-0.7096839129417158,-0.468156121261484,0.019982863909510064,0.9854354372172393,0.9947393123129172,0.1613317061303803,-0.5889200171015999,-0.01416967829531897
AZD8931 (Sapitinib),EGFR;ERBB2;ERBB3,low,-0.13292574588696673,-0.07534330277179899,0.2034019470867422,0.6393069608537822,0.8742831994931373,0.413580026907936,-0.10413452432938286,-0.30168056797913895
AZD9291,EGFR;ERBB3;KCNH2,high,-0.5103737314000498,0.08643889855016251,0.4028270911497013,0.185171580267381,0.5352979587668564,0.5891656371574928,-0.21196741642494366,-0.8887206530635839
AZD9291,EGFR;ERBB3;KCNH2,low,-0.18027123178152563,-0.04348943654754019,0.24573047291464611,0.11553328795185731,0.42964987954270417,0.4446916514524017,-0.11188033416453291,1.087146949586843
Bafetinib (INNO-406),ABL1;LYN;ABL2,high,-0.25371211910390223,-0.36278413465780285,0.03446898265170062,0.4085427714202764,0.7552743166170239,0.19262145362878708,-0.30824812688085257,0.4854275541351889
Bafetinib (INNO-406),ABL1;LYN;ABL2,low,-0.17469117846659427,-0.04769144758679353,0.2381298994496287,0.3438412627523233,0.7142738774952103,0.4384614021612211,-0.1111913130266939,-0.5956925560139334
Bakuchiol,Immunology & Inflammation related,high,-0.3851912505279759,0.04638269940560063,0.3759679356015517,0.868500444948812,0.9611544181175864,0.5676618911636131,-0.16940427556118764,-0.11390024194527015
Bakuchiol,Immunology & Inflammation related,low,-0.11241261136888234,-0.23603274313627645,0.11401442894430618,0.96786411474376155,0.9894578957898376,0.32388972142805783,-0.1742226772525794,-0.02243810169377238
Barasertib (AZD1152-HQPA),ABL1;AURKB;AURKC,high,-0.3488244551900408,-0.06395474209485999,0.18741893443344576,0.843602089831229,0.9561320505772676,0.398179421140654,-0.20638959864245038,0.12313457555074632
Barasertib (AZD1152-HQPA),ABL1;AURKB;AURKC,low,-0.12819417278493458,0.17332561483400682,0.8605939778872902,0.5953756354965217,0.8527531991310313,0.9265418791832337,0.02256572102453612,0.3885189234696704
"Baricitinib (LY3009104, INCB028050)",JAK1;JAK2;JAK3,high,0.314159350507768,0.3729175531018823,0.021244632967639447,0.400095100022545,0.749383596146069,0.1613317061303803,0.3435384518048251,-0.49028632980825027
"Baricitinib (LY3009104, INCB028050)",JAK1;JAK2;JAK3,low,0.04382152553092104,0.12505481740878105,0.29140341880746934,0.14832449425762032,0.4817729775507009,0.489895602632847,0.08443817146985105,0.8743699970294349
