library_plate_id,well_id,concentration,20220519,20220520,catalog_number.reporter,product_name.reporter,target_selleck,target_cc,pval.reporter,pval.image,FDR.reporter,FDR.image,zscore.reporter,zscore.image
1,D05,low,0.08215784882038414,-0.02772155656645848,S2893,NU7026,DNA-PK,PRKDC,0.7511029951367718,0.6955653024700608,0.9049744377743202,0.9231213384285849,0.02721814612696283,0.24626478724786305
1,D06,high,-0.08229172707757951,-0.16431644758791605,S2207,PIK-293,PI3K,PIK3CD,0.19472939824084137,0.602461675991042,0.84762515499798885,0.5211622413654556,-0.12330408733274778,-0.31313045944497636
1,D06,low,0.024328553199145876,-0.06540246291405756,S2207,PIK-293,PI3K,PIK3CD,0.805750676037672,0.7189624194883019,0.9093543194639078,0.9366790768774176,-0.020536954857455842,-0.24809256338651
1,D08,high,0.7420273787388967,0.0966557666570504,S1590,TWS119,GSK-3,GSK3B,0.10158215520065604,0.946586150429656,0.982682688245329,0.4250729470598881,0.41934157269797356,0.04170009740152054
1,D08,low,0.12941313964734869,-0.14083650119701965,S1590,TWS119,GSK-3,GSK3B,0.9590323608749785,0.4858755332538438,0.7825172607600349,0.9885626828374044,-0.005711680774835484,0.4235465014063153
1,D10,high,0.4350055210510974,0.5762145580414335,S2326,Myricetin,MEK,ACHE;APEX1;CASP6,0.005857463603394583,0.14563810818851058,0.4514567950659936,0.1195467968387133,0.5056100395462655,-1.16175999418693
1,D10,low,0.011659937681576431,-0.03506703829277309,S2326,Myricetin,MEK,ACHE;APEX1;CASP6,0.8840110829294575,0.7563671579240526,0.9302844389936554,0.960184582561823,-0.011703550305598331,0.18499951031685924
1,D12,high,-0.24269879127731345,-0.11357049893598627,S7563,AT13148,Akt,ROCK1;ROCK2;AKT1,0.10464015273292578,0.1902085250994519,0.5196496905717026,0.4327178080661578,-0.17813464510664986,-0.8387174943252304
1,D12,low,-0.29284110188998536,-0.1206176990442083,S7563,AT13148,Akt,ROCK1;ROCK2;AKT1,0.08666784720532161,0.6031226781912334,0.84762515499798885,0.4001517512373928,-0.2067294004670968,-0.3308670135216975
1,D13,high,-0.43257565627357075,0.33602086107698187,S1363,Ki8751,"VEGFR, c-Kit, PDGFR",KDR;FGFR2;KIT,0.8385958406412442,0.94815211062031,0.982682688245329,0.9470889692225564,-0.04827739759829444,-0.05394020733985677
1,D13,low,-0.15232646472318828,-0.10637714848952087,S1363,Ki8751,"VEGFR, c-Kit, PDGFR",KDR;FGFR2;KIT,0.16910666351903214,0.5524812789543938,0.8158804616775156,0.493181861156571,-0.1293518066063546,0.4152461992225807
1,D14,high,-0.07325109038798717,0.05653622985031762,S7018,CZC24832,PI3K_,PIK3CB;PIK3CG;PIK3CA,0.9239010638583598,0.48883505129944727,0.7825172607600349,0.9762060840066537,-0.008357430268834776,-0.43328497368139174
1,D14,low,-0.07962797419940042,-0.09701254523799137,S7018,CZC24832,PI3K_,PIK3CB;PIK3CG;PIK3CA,0.3063129509353143,0.8056236139417692,0.9520389282418582,0.6276430217102538,-0.08832025971869589,0.14778255764608209
1,D16,high,0.020648330703929112,0.16879154718728234,S7528,GNE-7915,LRRK,LRRK2,0.3300722267409138,0.7274690499924765,0.914188336973066,0.6433662903850159,0.09471993894560572,0.26893931621682904
1,D16,low,-0.07489236617392778,0.08230815706914285,S7528,GNE-7915,LRRK,LRRK2,0.9675472257172866,0.8087066358867094,0.95300935273074,0.992353416339944,0.003707895447607537,0.14554090405965434
1,D17,high,0.09423937541388927,-0.12337587491680554,S1392,Pelitinib (EKB-569),EGFR,EGFR;ABL1;CHEK1,0.8855187354588647,0.00351509588747213,0.05723940150639488,0.960184582561823,-0.014568249751458137,-4.968086708823719
1,D17,low,-0.17029913159050164,-0.10909304185809769,S1392,Pelitinib (EKB-569),EGFR,EGFR;ABL1;CHEK1,0.14871741827307244,0.06772329219935554,0.3003571985205184,0.4752197502089542,-0.13969608672429967,-1.3715287708754689
1,D18,high,0.02497264326749117,0.18818660173132767,S1556,PHT-427,"Akt, PDK-1",AKT1,0.2913663303259601,0.8979883070717591,0.9638873451921492,0.613671508195957,0.10657962249940942,0.08042843219606206
1,D18,low,0.06869290609751814,0.011810785726129694,S1556,PHT-427,"Akt, PDK-1",AKT1,0.6245107441569875,0.574552176914914,0.824409951329593,0.8625364501814582,0.040251845911823916,-0.36638514740183714
1,D20,low,-0.23862559991837076,0.20357201806198652,S2718,TAK-901,Aurora Kinase,AURKB;AURKA;ABL1,0.9073650492777603,0.3434270420437973,0.6962778011336123,0.967458487829523,-0.01752679092819212,0.5978802072106236
1,D21,high,0.26785060921607606,0.7950017427665793,S1577,Tie2 kinase inhibitor,Tie-2,TEK,0.03676923577329388,0.8190442105392093,0.9560038539042198,0.27794379299597416,0.5314261759913277,0.14748170805437524
1,D21,low,-0.006296818007339796,0.045813009849813985,S1577,Tie2 kinase inhibitor,Tie-2,TEK,0.8067186555690351,0.6443565588042772,0.8692127055363228,0.9366790768774176,0.019758095921237093,0.4132620576991872
1,D22,low,0.07206578404666662,-0.17481997185192416,S8366,CRT0066101,"Serine/threonin kinase,CaMK",PRKD1;PRKD2;PRKD3,0.6358093559711065,0.432735342518378,0.7604661478610425,0.8695991775246846,-0.05137709390262877,0.5487539777404168
1,E02,high,0.3213402600567218,0.5119629828684945,S8054,ASP3026,ALK,ALK;Q6ZSR9;AAK1,0.01380487722801005,0.04133115835301393,0.22583344924086812,0.18435513347717064,0.41665162146260815,1.9043352162070917
1,E02,low,0.20119752019852027,0.31267473432485693,S8054,ASP3026,ALK,ALK;Q6ZSR9;AAK1,0.03947682555878096,0.3077757869704254,0.6552051389959203,0.29225727947626207,0.2569361272616886,0.8657967834104475
1,E03,high,0.013940131273410707,-0.05541956830665148,S1112,SGX-523,c-Met,MET;PIP4K2C;NQO2,0.8000352123508186,0.17390363002579115,0.4932271934891584,0.9366790768774176,-0.020739718516620386,0.8800258686436176
1,E03,low,-0.06464746102886143,0.14651451659606204,S1112,SGX-523,c-Met,MET;PIP4K2C;NQO2,0.685875855119076,0.6516290134671177,0.8726717964667478,0.8991980336270186,0.04093352778360031,0.28284273848551883
1,E04,high,-0.45495894242981183,-0.7975593826225625,S7935,Y-39983 HCl,ROCK,ROCK1;ROCK2;Q6ZSR9,0.009159070201591638,0.01735048788313253,0.13941627322564143,0.1497401477143935,-0.6262591625261872,-2.1590163122588333
1,E04,low,-0.5940090526650642,-0.2942293363120926,S7935,Y-39983 HCl,ROCK,ROCK1;ROCK2;Q6ZSR9,0.020614775696081226,0.4393295968901979,0.7604661478610425,0.2215381613618405,-0.4441191944885784,-0.5134280150176657
1,E06,high,-0.2966827356803634,-0.031118079305660983,S1274,BX-795,"PDK-1, IKK",PDPK1;PDK1;ULK1,0.19675914830639246,0.26779731751876007,0.6112561234911346,0.5219686085260148,-0.16390040749301218,0.717682069484542
1,E06,low,0.014390027230512,-0.0878713729311461,S1274,BX-795,"PDK-1, IKK",PDPK1;PDK1;ULK1,0.6677357535368416,0.47978422704819434,0.7825172607600349,0.8898935366484636,-0.03674067285031705,0.4859361338543015
1,E07,high,0.13092083199039314,-0.13451933094598784,S2680,Ibrutinib (PCI-32765),Src,BTK;LYN;LCK,0.9869726486373486,0.00187372852936296,0.04456160366889952,0.9954870798852872,-0.0017992494777973461,-4.521704902583166
1,E07,low,0.23476144337868254,0.15051260405169048,S2680,Ibrutinib (PCI-32765),Src,BTK;LYN;LCK,0.07658372256659758,0.6196837069962939,0.8552026775077918,0.38236957997425947,0.1926370237151865,-0.3163928513085013
1,E08,high,0.15720077849819145,-0.22629614686733265,S2726,PH-797804,p38 MAPK,MAPK14;MAPK11;MAPK12,0.8008831220138541,0.00290138732717393,0.05328920394360368,0.9366790768774176,-0.034547684184570604,2.8835050604035395
1,E08,low,-0.005365521692873095,-0.0807000209359306,S2726,PH-797804,p38 MAPK,MAPK14;MAPK11;MAPK12,0.6071256650320485,0.13631227317528496,0.44318789271438086,0.8502178137799404,-0.04303277131440184,0.9744935065343728
1,E10,high,-0.31902051486676103,-0.47678070933702976,S1113,GSK690693,Akt,AKT1;AKT2;AKT3,0.013447342816745414,0.02207238772840826,0.1595284742698714,0.1841587402630914,-0.3979006121018954,3.4363327137549295
1,E10,low,-0.16724156697475287,-0.542349540306999,S1113,GSK690693,Akt,AKT1;AKT2;AKT3,0.05600526249707337,0.6229676982815741,0.8578694466137763,0.3403893331594459,-0.35479555364087595,0.8287439862262175
1,E11,low,0.05421083112840616,-0.1377498827938182,S8298,CZ415,mTOR,MTOR,0.6699487014447156,0.9968188620602784,0.997549132288894,0.890309900029556,-0.04176952583270602,-0.00465261559617162
1,E12,high,0.08709679341785925,0.0032925094465904416,S1267,"Vemurafenib (PLX4032, RG7204)",Raf,BRAF;ARAF;MAP3K20,0.592947878380134,0.8582750888262669,0.959717094488568,0.8435490604917145,0.04519465143222485,0.10890915789119072
1,E12,low,0.10214119211538931,0.1579240552757625,S1267,"Vemurafenib (PLX4032, RG7204)",Raf,BRAF;ARAF;MAP3K20,0.16950810145865702,0.2611859348595286,0.6096762748784367,0.493181861156571,0.13003262369557592,0.704608596286885
1,E14,high,-0.2807508222534768,-0.06194355506094904,S8230,Ensartinib (X-396),ALK,ALK;MET;Q6ZSR9,0.15468974003325073,0.5210206610401646,0.7996789022256909,0.4817816480193732,-0.17134718865721293,0.39526604677923705
1,E14,low,-0.2034077178428628,0.21642143030041827,S8230,Ensartinib (X-396),ALK,ALK;MET;Q6ZSR9,0.9642078209503602,0.6686900996821454,0.8811497899145525,0.9905086675033168,0.006506856228777738,-0.3145521020874
1,E15,high,-0.09061970177554968,0.026309013926894057,S7306,Dorsomorphin 2HCl,AMPK,BMP4;EPHA2;FLT1,0.7112417903941793,0.2877555392096959,0.6352033302160169,0.9101995970517743,-0.03215534392432781,-0.8759690364601068
1,E15,low,-0.05314050205203534,-0.15197201130527727,S7306,Dorsomorphin 2HCl,AMPK,BMP4;EPHA2;FLT1,0.27013393944190534,0.45080468833698106,0.7674111974406163,0.5959335546893079,-0.10255625667865631,0.5606883445982327
1,E16,high,0.6722376309628945,-0.07369561789791511,S7565,WH-4-023,Src,LCK;SRC,0.24557028682056922,0.6559696485872002,0.8743621265925364,0.5754530387828672,0.29927100653248967,-0.39334384416596824
1,E16,low,0.409478852678001,0.37330734993664777,S7565,WH-4-023,Src,LCK;SRC,0.009296406376766122,0.7170096871510574,0.9093543194639078,0.15081631575845963,0.3913931013073244,0.23207320723302727
1,E17,high,-0.18534103820690842,-0.178223291419304,S6734,PF-670462,DMSO_ctrl,CK1,0.07896802862008902,0.03202180541277046,0.1935477265214356,0.38912049616768163,-0.18178216481310622,-1.9822165313745257
1,E17,low,0.03184966686529535,-0.07447567970416505,S6734,PF-670462,DMSO_ctrl,CK1,0.8023856918530698,0.00196957088702681,0.04456160366889952,0.9366790768774176,-0.02131300641943485,-6.514748022758731
1,E18,high,-0.19186341298880275,-0.26626873746926116,S7799,Pexmetinib (ARRY-614),"p38 MAPK,Tie-2",ABL1;ABL2;BCR,0.04811251109680009,0.2159598076550436,0.5597743780963748,0.32162465572352344,-0.22906607522903194,-1.157742155184207
1,E18,low,-0.08646728193610563,-0.07893147645021655,S7799,Pexmetinib (ARRY-614),"p38 MAPK,Tie-2",ABL1;ABL2;BCR,0.3328312997569949,0.00849567021260474,0.09717149373392704,0.645848381080142,-0.08269937919316109,2.198140652502414
1,E20,high,-0.06891906489727498,-0.0512176236346696,S7663,Ruboxistaurin (LY333531 HCl),PKC,PRKCB;DMPK;FLT3,0.4672652251100542,0.7100989844509566,0.9090864224554892,0.7684703870670999,-0.06006834426597229,-0.2247638011063844
1,E20,low,-0.04635305879118719,0.13226728538474275,S7663,Ruboxistaurin (LY333531 HCl),PKC,PRKCB;DMPK;FLT3,0.6543463155380287,0.6426439128477675,0.8686161927367352,0.8812365130713299,0.04295711329677778,0.3059474687109251
1,E22,high,0.14750567378816265,-0.09741845815856574,S7951,STA-21,STAT,STAT3,0.814279310514534,0.38183347038001386,0.7206402316655953,0.9374126454873697,0.025043607814798453,0.6202871592352256
1,E22,low,-0.05251573270705607,-0.06201761557983998,S7951,STA-21,STAT,STAT3,0.48606375468016033,0.5494887918293285,0.8157570668190443,0.7863710110750695,-0.05726667414344802,0.4526534243590507
1,E23,high,1.0776737322971204,0.08615799989091791,S2911,Go 6983,PKC,PRKCA;PRKCB;PRKCG,0.11502930026611011,0.5267460949724543,0.8042369408520712,0.4437893470869267,0.5819158660940191,0.4240944419464363
1,E23,low,0.11093151712646934,0.20557048623559682,S2911,Go 6983,PKC,PRKCA;PRKCB;PRKCG,0.12297593541228473,0.6162813046841558,0.8535267833150777,0.44889331257864273,0.15825100168103307,0.382073292594901
1,F03,high,1.049804986456401,-0.16780757755162679,S7781,Sunitinib,"PDGFR,c-Kit,VEGFR",CSF1R;FLT1;FLT3,0.2705425410899476,0.00176715052341092,0.04456160366889952,0.5962113052859973,0.4409987044523871,5.399272978973556
