plate_id,well_id,type,catalog_number,product_name,target_selleck,InChIKey,target_cc,cc_status
selleckFDA_2018_p1,O1,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,P1,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,A2,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,B2,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,C2,sample,S1258,Prasugrel,P2 Receptor,DTGLZDAWLRGWQN-UHFFFAOYSA-N,P2RY12;ALB;CYP2B6;CYP2C19;CYP2C9;CYP3A4,ok
selleckFDA_2018_p1,D2,sample,S1267,"Vemurafenib (PLX4032, RG7204)",Raf,GPXBXXGIAQBQNI-UHFFFAOYSA-N,BRAF;ARAF;MAP3K20;CHRM1;RAF1;ABCC1;ABCG2;ALB;CYP1A2;CYP2D6;CYP3A4;ORM1;FECH;MAP2K5;MAP4K5;PTK6;RIPK2;RIPK3;TGFBR2;YES1,ok
selleckFDA_2018_p1,E2,sample,S7633,Lomitapide Mesylate,Others,MBBCVAKAJPKAKM-UHFFFAOYSA-N,MTTP;ABCB1;CYP3A4,ok
selleckFDA_2018_p1,F2,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,G2,sample,S3074,Chlorthalidone,Others,JIVPVXMEBJLZRO-UHFFFAOYSA-N,SLC12A1;SLC12A3;CA1;CA12;CA2;CA4;CA5A;CA5B;CA7;CA9;CA14;CA6;MAPT;Ca13,ok
selleckFDA_2018_p1,H2,sample,S1289,Carmofur,DNA/RNA Synthesis,AOCCBINRVIKJHY-UHFFFAOYSA-N,ASAH1;CYP2D6;CYP3A4;LMNA;MAPK3;SMN1;TDP1,ok
selleckFDA_2018_p1,I2,sample,S4078,Mefenamic Acid,COX,HYYBABOKPJLUIN-UHFFFAOYSA-N,PTGS1;PTGS2;AKR1C1;AKR1C2;AKR1C3;MPO;TDP1;AKR1B10;ALB;CYP2C8;CYP2C9;CYP1A2;CYP3A4;HIF1A;NFE2L2;ache;NS1,ok
selleckFDA_2018_p1,J2,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,K2,sample,S1329,Etomidate,GABA Receptor,NPUKDXXFDDZOKR-UHFFFAOYSA-N,CYP11B1;CYP11B2;CYP1A2;CYP3A4;Rorc,ok
selleckFDA_2018_p1,L2,sample,S4566,DL-Panthenol,Others,SNPLKNRPJHDVJA-UHFFFAOYSA-N,ampC,ok
selleckFDA_2018_p1,M2,sample,S4591,Nitroxoline,Topoisomerase,RJIWZDNTCBHXAL-UHFFFAOYSA-N,METAP2;PTGS2;TDP1;MAPT;BAZ2B;CASP6;GMNN;HSP90AA1;HTT;IDH1;KDM4A;KDM4E;LMNA;NFE2L2;NPC1;NR2E3;RAB9A;SMAD3;VDR;APE1;CAWG_05553;NS1;PF3D7_1443900;Rorc;TGR;UL48;ald;dnaB;recA,ok
selleckFDA_2018_p1,N2,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,O2,sample,S3047,Otilonium Bromide,AChR,NQHNLNLJPDMBFN-UHFFFAOYSA-O,GMNN;USP1;ffp,ok
selleckFDA_2018_p1,P2,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,A3,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,B3,sample,S3160,Ethynodiol diacetate,Estrogen/progestogen Receptor,ONKUMRGIYFNPJW-KIEAKMPYSA-N,ESR1;PGR;MAOA;TDP1;Ar,ok
selleckFDA_2018_p1,C3,sample,S3021,Rimonabant,Cannabinoid Receptor,JZCPYUJPEARBJL-UHFFFAOYSA-N,CNR1;CNR2;CYP2C9;KCNH2;ABCC1;ABCC4;CYP3A4;GMNN;TDP1;GSP1;Fabp1;Pmp22,ok
selleckFDA_2018_p1,D3,sample,S2797,Lonafarnib,Transferase,DHMTURDWPRKSOA-RUZDIDTESA-N,FNTB;ABCB1;FNTA;HRAS,ok
selleckFDA_2018_p1,E3,sample,S5261,Ufenamate,Immunology & Inflammation related,JDLSRXWHEBFHNC-UHFFFAOYSA-N,NA,cc_noTargets
selleckFDA_2018_p1,F3,sample,S3067,Chlorhexidine?2HCl,Anti-infection,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,PAOX;SLC22A1;SLC22A2;SLC22A3;SLC47A1;SLC47A2;MMP2;MMP9;PLIN1;PLIN5;UBE2N;ATXN2;CYP2C19;CYP2D6;CYP3A4;EHMT2;GBA;GMNN;HKDC1;HTT;IDH1;KMT2A;KPNB1;LMNA;MAPK1;MAPT;MC4R;MEN1;NFE2L2;PAX8;RACGAP1;RAD52;RCE1;RORC;RXRA;SNUPN;TARDBP;TDP1;TP53;USP1;TPR;CAWG_05553;Impa1;TIM10;ampC;ffp;ska,ok
selleckFDA_2018_p1,G3,sample,S2007,Sulindac,COX,MLKXDPUZXIRXEP-MFOYZWKCSA-N,AKR1B1;PTGDR2;PTGS1;PTGS2;GLRA1;ALB;CYP1A1;CYP1A2;SLC22A6;CYP2C19;CYP2C9;CYP3A4;EHMT2;KDM4E;LMNA;MAPK1;TDP1;ffp,ok
selleckFDA_2018_p1,H3,sample,S1153,"Roscovitine (Seliciclib,CYC202)",CDK,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,CDK1;CDK2;CDK5;CDK7;CDK9;CDK4;CSNK1D;CSNK1E;PTGS2;ALDH1A1;DYRK1A;ERCC2;PAK4;SMN1;TDP1;Impa1,ok
selleckFDA_2018_p1,I3,sample,S2118,Ibutilide Fumarate,Sodium Channel,ALOBUEHUHMBRLE-UHFFFAOYSA-N,KCNH2;KCNH6;KCNH7;KCNJ11,ok
selleckFDA_2018_p1,J3,sample,S1759,Pitavastatin Calcium,HMG-CoA Reductase,VGYFMXBACGZSIL-MCBHFWOFSA-N,HMGCR;ABCB1;ABCC2;ABCG2;ALB;CYP2C8;CYP2C9;ORM1;SLC10A1;SLCO1B1;SLCO1B3;SLCO2B1;UGT1A3;UGT2B7,ok
selleckFDA_2018_p1,K3,sample,S1840,Lomustine,DNA/RNA Synthesis,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,CYP2D6;CYP3A4,ok
selleckFDA_2018_p1,L3,sample,S2023,Propofol,GABA Receptor,OLBCVFGFOZPWHH-UHFFFAOYSA-N,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;SCN2A;SCN4A;PTGS1;SLC6A2;ALB;CYP1A1;CYP1A2;CYP1B1;CYP2A6;CYP2B6;CYP2C18;CYP2C19;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4;UGT1A1;UGT1A6;UGT1A8;UGT1A9;HTR2B;HTR2C;LMNA;ALOX15,ok
selleckFDA_2018_p1,M3,sample,S1802,AICAR (Acadesine),AMPK,RTRQQBHATOEIAF-UUOKFMHZSA-N,PRKAA1,not_covered
selleckFDA_2018_p1,N3,sample,S2233,Esomeprazole sodium,ATPase,SUBDBMMJDZJVOS-DEOSSOPVSA-N,ATP4A;ATP4B;CYP2C19;CYP3A4;DDAH1,ok
selleckFDA_2018_p1,O3,sample,S4649,Atipamezole hydrochloride,Adrenergic Receptor,HSWPZIDYAHLZDD-UHFFFAOYSA-N,ADRA2A;ADRA2B;ADRA2C,ok
selleckFDA_2018_p1,P3,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,A4,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,B4,sample,S1082,Vismodegib (GDC-0449),Hedgehog/Smoothened,BPQMGSKTAYIVFO-UHFFFAOYSA-N,SMO;SHH;ALB;ABCB1;ABCG2;CYP2C19;CYP2C8;CYP2C9;CYP3A4;ORM1,ok
selleckFDA_2018_p1,C4,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,D4,additional,additional,Remodelin,HDAC,NA,NA,NA
selleckFDA_2018_p1,E4,sample,S4855,Eluxadoline,opioid receptor,QFNHIDANIVGXPE-FNZWTVRRSA-N,OPRD1;OPRK1;OPRM1;ABCC2;SLC22A8;SLCO1B1,ok
selleckFDA_2018_p1,F4,sample,S5428,Promazine hydrochloride,"Dopamine Receptor,5-HT Receptor",ZGUGWUXLJSTTMA-UHFFFAOYSA-N,ADRA1A;ADRA1B;ADRA1D;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;HRH1;HTR2A;HTR2C;ADRA2B;ADRA2C;CYP2D6;SIGMAR1;SLC6A2;SLC6A4;ADRA2A;GFER;HTR2B;HTR6;PRNP;CYP1A2;CYP2C19;CYP2C9;CYP3A4;ALDH1A1;EHMT2;HIF1A;HRH2;KCNH2;NPSR1;SMN1;TDP1;TP53;TSHR;Htr1a;Impa1;lef,ok
selleckFDA_2018_p1,G4,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,H4,sample,S1141,Tanespimycin (17-AAG),HSP (e.g. HSP90),AYUNIORJHRXIBJ-TXHRRWQRSA-N,HSP90AA1;HSP90AA4P;HSP90AB1;ERBB2;TRAP1;GMNN;MAPT;MTOR;SMN1;TDP1;HSP90B1;HSP82;Pmp22,ok
selleckFDA_2018_p1,I4,sample,S1017,Cediranib (AZD2171),VEGFR,XXJWYDDUDKYVKI-UHFFFAOYSA-N,FLT1;FLT4;KDR;KIT;PDGFRA;PDGFRB;ABL1;CSF1R;DDR1;EPHB6;ERN1;FGFR3;RET;SLK;STK10;STK35;BLK;DDR2;EGFR;EPHA6;ERBB3;FGFR1;FGFR2;LCK;LYN;MAP3K19;MAP4K5;RIPK2;SRC;TEK;TIE1;YES1;ACVR1;ALK;AURKB;AXL;BCR;CAMK2B;CHEK2;EIF2AK1;ERBB2;ERBB4;FER;FRK;FYN;LTK;MAP2K2;MAP4K2;MAP4K4;MET;MINK1;MST1R;PLK4;PRKD2;PTK6;STK3;SYK;TAOK1;TGFBR1,ok
selleckFDA_2018_p1,J4,additional,additional,Vinblastine,Microtubles,NA,NA,NA
selleckFDA_2018_p1,K4,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,L4,sample,S1633,Zafirlukast,LTR,YEEZWCHGZNKEEK-UHFFFAOYSA-N,CYSLTR1;ADORA3;CYP2C9;CYSLTR2;EPHX2;NR1I2;SLC22A2;SLC47A1;SLC47A2;TBXAS1;TDP1;ABCG2;CYP1A2;CYP2C19;CYP2C8;CYP2D6;CYP2E1;CYP3A4;PTGS1;BAZ2B;EGFR;GMNN;KAT2A;MAPK1;MAPK14;MAPK3;NPSR1;POLB;USP1;VDR;P08659;ska,ok
selleckFDA_2018_p1,M4,sample,S3648,Amlexanox,Immunology & Inflammation related,SGRYPYWGNKJSDL-UHFFFAOYSA-N,PDE4A;PDE4B;PDE4C;PDE4D;GAA;NPC1;PKM;RAB9A;P08659;PYK;Rorc,ok
selleckFDA_2018_p1,N4,additional,additional,Amsacrine,DNA,NA,NA,NA
selleckFDA_2018_p1,O4,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,P4,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,A5,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,B5,sample,S2792,Torcetrapib,CETP,CMSGWTNRGKRWGS-NQIIRXRSSA-N,CETP;CYP11B2,ok
selleckFDA_2018_p1,C5,sample,S1843,Chenodeoxycholic Acid,FXR,RUDATBOHQWOJDD-BSWAIDMHSA-N,NR1H4;SLC10A2;CYP3A4;UGT2B7;GPBAR1;TARDBP,ok
selleckFDA_2018_p1,D5,sample,S1713,Piroxicam,COX,QYSPLQLAKJAUJT-UHFFFAOYSA-N,PTGS1;PTGS2,cc_notCovered
selleckFDA_2018_p1,E5,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,F5,sample,S5066,Pramipexole dihydrochloride,Dopamine Receptor,FASDKYOPVNHBLU-ZETCQYMHSA-N,ADRA2A;DRD2;DRD3;DRD4;SLC22A1;SLC22A2;HTR2A;TDP1;Drd1;Drd5,ok
selleckFDA_2018_p1,G5,sample,S4660,Glycopyrrolate,AChR,ANGKOCUUWGHLCE-UHFFFAOYSA-N,CHRM1;CHRM3;CHRM2;CHRM4;CHRM5,ok
selleckFDA_2018_p1,H5,sample,S1681,Mesalamine,"IκB/IKK,Immunology & Inflammation related",KBOPZPXVLCULAV-UHFFFAOYSA-N,ALOX5;IKBKB;PPARG;PTGS1;PTGS2;TDP1;ALDH1A1;APEX1;CASP1;CASP7;CYP2C19;CYP3A4;EHMT2;GLS;HIF1A;HPGD;HSD17B10;KDM4E;POLK;RECQL;USP1;VDR;Hao1;P03070;ald;ffp,ok
selleckFDA_2018_p1,I5,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,J5,sample,S5478,Dantrolene sodium,calcium channel,OZOMQRBLCMDCEG-VIZOYTHASA-N,CISD1;MAPT;LMNA;SMN1;ffp,ok
selleckFDA_2018_p1,K5,sample,S1276,Adapalene,Retinoid Receptor,LZCDAPDGXCYOEH-UHFFFAOYSA-N,RARA;RARB;RARG;RXRB;RXRG;GLRA1;LMNA;USP1;pfk,ok
selleckFDA_2018_p1,L5,sample,S7858,Dibutyryl-cAMP (Bucladesine),PKA,CJGYSWNGNKCJSB-YVLZZHOMSA-N,AVPR1B;CYP2D6;NPSR1;RXFP1;RXFP2;PRKAR1A,ok
selleckFDA_2018_p1,M5,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,N5,sample,S3070,Piracetam,GluR,GMZVRMREEHBGGF-UHFFFAOYSA-N,TDP1;Hsf1;ampC,ok
selleckFDA_2018_p1,O5,sample,S7083,Ceritinib (LDK378),ALK,VERWOWGGCGHDQE-UHFFFAOYSA-N,ALK;IGF1R;INSR;KCNH2;ROS1;TSSK1B;FGFR2;FLT3;ABCB1;CYP2C9;CYP3A4;CAMK4;CAMKK2;FER;FES;MAPK7;PLK4;PTK2;PTK2B;RPS6KA1;TNK1;TNK2,ok
selleckFDA_2018_p1,P5,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,A6,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,B6,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,C6,sample,S1523,"Voxtalisib (SAR245409, XL765) Analogue","mTOR,PI3K",HJSSPYJVWLTYHG-UHFFFAOYSA-N,PIK3CA;PIK3CB;PIK3CD;PIK3CG;MTOR;PRKDC,ok
selleckFDA_2018_p1,D6,sample,S5399,Chlorprothixene hydrochloride,AmpC Beta-Lactamase,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,DRD2;DRD3;HTR2A;HTR2C;DRD1;DRD5;HRH1;HTR6;TDP1;Htr7;PDR5;ampC,ok
selleckFDA_2018_p1,E6,sample,S1974,Meglumine,Others,MBBZMMPHUWSWHV-BDVNFPICSA-N,NA,cc_notCovered
selleckFDA_2018_p1,F6,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,G6,sample,S4229,Oxybuprocaine HCl,Sodium Channel,CMHHMUWAYWTMGS-UHFFFAOYSA-N,SCN10A;SCN11A;SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A;BCHE;CYP1A2;CYP2D6;HIF1A;RAD52;ampC;lef,ok
selleckFDA_2018_p1,H6,sample,S5247,Selamectin,others,AFJYYKSVHJGXSN-XUCDQRGXSA-N,NA,ok
selleckFDA_2018_p1,I6,sample,S4284,Chloroprocaine HCl,Sodium Channel,VDANGULDQQJODZ-UHFFFAOYSA-N,CHRNA10;GRIN3A;HTR3A;SCN10A;SCN11A;SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A;SLC6A3;BCHE,ok
selleckFDA_2018_p1,J6,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,K6,additional,additional,Etoposide,Topoisomerase,NA,NA,NA
selleckFDA_2018_p1,L6,sample,S2515,Vardenafil HCl Trihydrate,PDE,SECKRCOLJRRGGV-UHFFFAOYSA-N,PDE5A;CFTR;PDE10A;PDE11A;PDE1B;PDE9A;PDE2A;PLIN1;PLIN5;CYP3A4;CYP3A5,ok
selleckFDA_2018_p1,M6,sample,S5371,Ajmaline,"Potassium Channel
Sodium Channel",RTRQQBHATOEIAF-UHFFFAOYSA-N,TP53,ok
selleckFDA_2018_p1,N6,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,O6,sample,S2265,Artesunate,STAT,FIHJKUPKCHIPAT-HXMLZIBGSA-N,HTT;Pmp22,ok
selleckFDA_2018_p1,P6,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,A7,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,B7,sample,S1178,Regorafenib (BAY 73-4506),"c-RET,VEGFR",FNHKPVJBJVTLMP-UHFFFAOYSA-N,ABL1;BRAF;FGFR1;FGFR2;FLT1;FLT4;FRK;KDR;KIT;NTRK1;PDGFRA;PDGFRB;RAF1;RET;TEK;EPHX2;GLRA1;ABCB1;ABCG2;CYP2B6;CYP2C19;CYP2C8;CYP2C9;CYP3A4;UGT1A1;UGT1A9;BCR;CDK17;CLK1;DDR1;DDR2;EPHA2;FLT3;LIMK1;MAP3K1;MAP3K20;MAPK11;MAPK14;MAPKAPK2;RIPK2;RIPK3;YES1,ok
selleckFDA_2018_p1,C7,sample,S1763,Quetiapine Fumarate,Dopamine Receptor,URKOMYMAXPYINW-UHFFFAOYSA-N,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HTR1A;HTR2A;HTR2C;HTR7;H1-0;HTR6;KCNH2;SIGMAR1;SLC6A4;HTR1D;HTR2B;TBXA2R;ABCB1;CYP2C19;CYP2D6;CYP3A4;CYP3A5;CYP3A7;MAPK1;TDP1;ARRB1;CCK;Cacna1c;Gabra1;Htr3a;NET;Scn10a;Slc6a3;CYSLTR1;Cckbr;OPRK1;Oprd1;Oprm1;ampC;ffp,ok
selleckFDA_2018_p1,D7,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,E7,sample,S1047,"Vorinostat (SAHA, MK0683)","Autophagy,HDAC",WAEXFXRVDQXREF-UHFFFAOYSA-N,HDAC1;HDAC2;HDAC3;HDAC6;BRD4;CFTR;HDAC10;HDAC11;HDAC4;HDAC5;HDAC7;HDAC8;HDAC9;NCOR1;LTA4H;NR0B1;GMNN;NFE2L2;PAX8;TDP1;hd1b;hda106;hdaH;Gli1;Pmp22,ok
selleckFDA_2018_p1,F7,sample,S2069,Argatroban,Thrombin,KXNPVXPOPUZYGB-IOVMHBDKSA-N,F2;P00760,ok
selleckFDA_2018_p1,G7,sample,S1910,Tioconazole,Anti-infection,QXHHHPZILQDDPS-UHFFFAOYSA-N,ERG11;CYP17A1;CYP19A1;CYP1A2;CYP2C19;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4;TDP1;Rorc,ok
selleckFDA_2018_p1,H7,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,I7,sample,S5647,Emedastine Difumarate,Histamine Receptor,KBUZBQVCBVDWKX-UHFFFAOYSA-N,HRH1,ok
selleckFDA_2018_p1,J7,sample,S1438,Topiramate,Carbonic Anhydrase,KJADKKWYZYXHBB-XBWDGYHZSA-N,CA1;CA2;CA3;CA4;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GRIA1;GRIA2;GRIA3;GRIA4;GRIK2;SCN10A;SCN11A;SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A;CA12;CA13;CA5A;CA5B;CA6;CA7;CA9;CA14;CYP2C19;CYP3A4;A6YCJ1;P40881;CA;CAN2;Ca15;NCE103;SYO3AOP1_0578;Tcr_1545;cynT;mtcA1;mtcA2;Rv3273,ok
selleckFDA_2018_p1,K7,sample,S2582,Trazodone HCl,5-HT Receptor,PHLBKPHSAVXXEF-UHFFFAOYSA-N,ADRA1A;ADRA2A;HRH1;HTR1A;HTR2A;HTR2C;SLC6A4;HTR2B;SIGMAR1;ADRA1D;ADRA2B;ADRA2C;SLC6A2;SLC6A3;ABCB1;CYP2D6;CYP3A4;CYP3A5;CYP3A7;ORM1;DRD1;DRD3;HSD17B10;KAT2A;KCNH2;Adra1b;Alb;Htr1b,ok
selleckFDA_2018_p1,L7,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
selleckFDA_2018_p1,M7,sample,S1444,Ziprasidone HCl,"5-HT Receptor,Dopamine Receptor",MVWVFYHBGMAFLY-UHFFFAOYSA-N,ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2C;HTR3A;HTR6;HTR7;H1-0;HTR2B;KCNH2;SLC6A4;TBXA2R;CYP1A2;CYP2D6;CYP3A4;CYP3A5;CYP3A7;ATAD5;EHMT2;RGS4;TDP1;ARRB1;CCK;Cacna1c;Gabra1;NET;SIGMAR1;Scn10a;Slc6a3;CYSLTR1;Cckbr;OPRK1;Oprd1;Oprm1;Rorc,ok
selleckFDA_2018_p1,N7,sample,S4838,Acotiamide hydrochloride,AChR,TWHZNAUBXFZMCA-UHFFFAOYSA-N,ACHE,cc_noTargets
selleckFDA_2018_p1,O7,sample,S5326,Dolasetron,5-HT3,UKTAZPQNNNJVKR-CEUNDQEZSA-N,KCNH2,ok
selleckFDA_2018_p1,P7,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,A8,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,DMSO_ctrl_phenolRed,NA,NA,NA
selleckFDA_2018_p1,B8,sample,S1006,Saracatinib (AZD0530),Src,OUKYUETWWIPKQR-UHFFFAOYSA-N,ABL1;SRC;LCK;YES1;KIT;PKMYT1;ABL2;ACVR1;ACVR1B;ACVR2B;BCR;BMPR1A;BTK;CSK;DDR1;DDR2;EPHA2;EPHA4;EPHA5;EPHB2;EPHB4;EPHB6;FGR;FRK;FYN;GAK;HCK;LYN;MAP3K20;MAP4K4;PDGFRB;RIPK2;RIPK3;SIK2;SIK3;SLK;STK10;TGFBR1;TNIK;TNK2,ok
selleckFDA_2018_p1,C8,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,DMSO_ctrl,NA,NA,NA
